time;averageAirTemp;averageWindchill;averageHeatindex;averageDewPointTemperature;averageRelativeHumidity;averageAirPressure;averageSeaLevelPressure;averageWindDirection;maxWindSpeed;averageWindSpeed;rainAccumulation;rainIntensity;averagePm10
"2018-04-19 00:00:00+02:00";16.072708333333;15.494930555556;30.72125;4.6571527777778;49.131875;1001.9952083333;1026.6510416667;301;7.3;2.1656944444444;0;0;19.254861111111
"2018-04-20 00:00:00+02:00";15.803958333333;16.047430555556;29.047291666667;0.91506944444444;39.971319444444;999.55395833334;1024.1713194444;308;4.1;1.0173611111111;0;0;7.3472222222222
"2018-04-21 00:00:00+02:00";18.318472222222;17.7475;30.517430555556;3.8761111111111;41.7325;990.96680555556;1015.1703472222;283;7.5;2.2729861111111;0;0;15.589298123697
"2018-04-22 00:00:00+02:00";17.551319444444;17.397083333333;26.515347222222;0.43881944444445;32.810486111111;989.77666666667;1014.0013194444;323;6.8;1.5463888888889;0;0;7.2189020152884
"2018-04-23 00:00:00+02:00";16.147222222222;16.043402777778;29.980138888889;4.7536111111111;49.388333333333;986.76541666667;1011.0419444444;287;9.2;1.5138194444445;1.46;0;13.104166666667
"2018-04-24 00:00:00+02:00";16.762569444444;16.311944444444;25.752777777778;8.2598611111111;59.733333333333;987.93041666667;1012.1744444444;261;6.9;1.8954166666667;0;0;25.864489228631
"2018-04-25 00:00:00+02:00";18.537291666667;17.680833333333;27.093125;6.0580555555556;47.895625;983.85743055555;1007.8561805556;263;10.1;2.7275;0.38;0;17.455177206393
"2018-04-26 00:00:00+02:00";13.650347222222;13.181875;30.675347222222;5.2306944444445;57.734513888889;986.55180555556;1011.0247222222;270;8.4;1.84125;1.01;0;11.060416666667
"2018-04-27 00:00:00+02:00";11.708194444444;11.565138888889;34.39375;0.51458333333333;50.718958333333;990.92805555556;1015.68625;249;5.5;1.4920138888889;0;0;14.525
"2018-04-28 00:00:00+02:00";17.661458333333;17.847083333333;30.952986111111;4.3193055555556;44.026527777778;987.52319444445;1011.69375;281;5.2;1.1563888888889;0;0;15.55872133426
"2018-04-29 00:00:00+02:00";21.079236111111;21.208888888889;26.548888888889;8.6488194444445;47.718888888889;985.01368055556;1008.8372916667;76;5.4;1.2548611111111;0.06;0;19.449305555556
"2018-04-30 00:00:00+02:00";21.731736111111;21.415972222222;25.540972222222;8.2441666666667;45.379444444444;980.62118055556;1004.275625;215;8.8;1.9214583333333;0.01;0;16.362056984017
"2018-05-01 00:00:00+02:00";20.873194444444;20.714027777778;25.66625;5.7006944444444;40.918541666667;982.92812499999;1006.7146527778;282;7;1.6447916666667;0.01;0;10.281445448228
